initialization,selection,crossover,mutation,pop_size,n_generations,mutation_rate,crossover_rate,elitism,mean_fitness,std_fitness,all_fitnesses
xavier_initialization,roulette_selection,blend_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9228287841191067,0.0002481389578163906,"[0.9225806451612903, 0.9230769230769231]"
xavier_initialization,roulette_selection,blend_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.914090574760954,0.0020384574971104574,"[0.9161290322580645, 0.9120521172638436]"
xavier_initialization,tournament_selection,arithmetic_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9358948017259092,0.00041093075816728275,"[0.9363057324840764, 0.9354838709677419]"
xavier_initialization,tournament_selection,arithmetic_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9312339989759344,0.00424987199180743,"[0.926984126984127, 0.9354838709677419]"
xavier_initialization,tournament_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9333427396597598,0.0029629928243167236,"[0.930379746835443, 0.9363057324840764]"
xavier_initialization,tournament_selection,blend_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9299363057324841,0.006369426751592355,"[0.9363057324840764, 0.9235668789808917]"
xavier_initialization,tournament_selection,blend_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9282269388087341,0.0017093669237500109,"[0.9299363057324841, 0.9265175718849841]"
xavier_initialization,tournament_selection,blend_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9300837598883201,0.0015123313168915464,"[0.9315960912052117, 0.9285714285714286]"
xavier_initialization,rank_selection,arithmetic_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.887791149068323,0.019041149068322993,"[0.86875, 0.906832298136646]"
xavier_initialization,rank_selection,arithmetic_crossover,uniform_mutation,100,100,0.1,0.9,2,0.8903973509933775,0.009602649006622554,"[0.9, 0.8807947019867549]"
xavier_initialization,rank_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.8797842566678405,0.003651326154245349,"[0.8761329305135952, 0.8834355828220859]"
xavier_initialization,rank_selection,blend_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.8906048172631259,0.0003609148241014992,"[0.8902439024390244, 0.8909657320872274]"
xavier_initialization,rank_selection,blend_crossover,uniform_mutation,100,100,0.1,0.9,2,0.8854622171077867,0.0006137322593018357,"[0.8848484848484849, 0.8860759493670886]"
