n_particles,n_iterations,w,c1,c2,mean_fitness,std_fitness,all_fitnesses
100,100,0.5,1.0,2.0,0.9636963696369637,0.0,"[0.9636963696369637, 0.9636963696369637, 0.9636963696369637]"
100,100,0.5,1.5,1.0,0.9423076923076922,1.1102230246251565e-16,"[0.9423076923076923, 0.9423076923076923, 0.9423076923076923]"
100,100,0.5,1.5,1.5,0.9363057324840764,0.0,"[0.9363057324840764, 0.9363057324840764, 0.9363057324840764]"
100,100,0.5,1.5,2.0,0.948051948051948,0.0,"[0.948051948051948, 0.948051948051948, 0.948051948051948]"
100,100,0.5,2.0,1.0,0.930379746835443,0.0,"[0.930379746835443, 0.930379746835443, 0.930379746835443]"
100,100,0.5,2.0,1.5,0.9453376205787781,0.0,"[0.9453376205787781, 0.9453376205787781, 0.9453376205787781]"
100,100,0.5,2.0,2.0,0.9363057324840764,0.0,"[0.9363057324840764, 0.9363057324840764, 0.9363057324840764]"
100,100,0.7,1.0,1.0,0.9245283018867925,0.0,"[0.9245283018867925, 0.9245283018867925, 0.9245283018867925]"
100,100,0.7,1.0,1.5,0.939297124600639,0.0,"[0.939297124600639, 0.939297124600639, 0.939297124600639]"
100,100,0.7,1.0,2.0,0.9573770491803278,0.0,"[0.9573770491803278, 0.9573770491803278, 0.9573770491803278]"
100,100,0.7,1.5,1.0,0.9453376205787781,0.0,"[0.9453376205787781, 0.9453376205787781, 0.9453376205787781]"
100,100,0.7,1.5,1.5,0.9245283018867925,0.0,"[0.9245283018867925, 0.9245283018867925, 0.9245283018867925]"
100,100,0.7,1.5,2.0,0.939297124600639,0.0,"[0.939297124600639, 0.939297124600639, 0.939297124600639]"
100,100,0.7,2.0,1.0,0.9453376205787781,0.0,"[0.9453376205787781, 0.9453376205787781, 0.9453376205787781]"
100,100,0.7,2.0,1.5,0.9702970297029703,0.0,"[0.9702970297029703, 0.9702970297029703, 0.9702970297029703]"
100,100,0.7,2.0,2.0,0.9634551495016611,0.0,"[0.9634551495016611, 0.9634551495016611, 0.9634551495016611]"
100,100,0.9,1.0,1.0,0.9735099337748344,0.0,"[0.9735099337748344, 0.9735099337748344, 0.9735099337748344]"
100,100,0.9,1.0,1.5,0.939297124600639,0.0,"[0.939297124600639, 0.939297124600639, 0.939297124600639]"
100,100,0.9,1.0,2.0,0.9363057324840764,0.0,"[0.9363057324840764, 0.9363057324840764, 0.9363057324840764]"
100,100,0.9,1.5,1.0,0.9514563106796117,0.0,"[0.9514563106796117, 0.9514563106796117, 0.9514563106796117]"
100,100,0.9,1.5,1.5,0.9607843137254902,0.0,"[0.9607843137254902, 0.9607843137254902, 0.9607843137254902]"
100,100,0.9,1.5,2.0,0.9545454545454546,0.0,"[0.9545454545454546, 0.9545454545454546, 0.9545454545454546]"
100,100,0.9,2.0,1.0,0.9453376205787781,0.0,"[0.9453376205787781, 0.9453376205787781, 0.9453376205787781]"
100,100,0.9,2.0,1.5,0.9453376205787781,0.0,"[0.9453376205787781, 0.9453376205787781, 0.9453376205787781]"
100,100,0.9,2.0,2.0,0.9607843137254902,0.0,"[0.9607843137254902, 0.9607843137254902, 0.9607843137254902]"
